slug,startAt,discoveredAt,discovery_lead_seconds,outcome,yesTouched,noTouched,yesFirstTouchAt,noFirstTouchAt,pnl_per_share,yes_actual_ask,no_actual_ask,actual_touch_pnl_per_share,beijing_day,beijing_hour,time_block
btc-updown-5m-1783378500,2026-07-06 22:55:00+00:00,2026-07-06 22:45:34.527000+00:00,565.473,single,False,True,,2026-07-06T22:57:17.425Z,-0.29,,0.29,-0.29,2026-07-07,6,04-08
btc-updown-5m-1783378800,2026-07-06 23:00:00+00:00,2026-07-06 22:50:40.801000+00:00,559.199,single,False,True,,2026-07-06T23:02:06.567Z,-0.29,,0.28,-0.28,2026-07-07,6,04-08
btc-updown-5m-1783379100,2026-07-06 23:05:00+00:00,2026-07-06 22:55:03.967000+00:00,596.033,paired,True,True,2026-07-06T23:09:25.218Z,2026-07-06T23:05:47.954Z,0.42,0.26,0.29,0.45,2026-07-07,7,04-08
btc-updown-5m-1783379400,2026-07-06 23:10:00+00:00,2026-07-06 23:00:50.693000+00:00,549.307,single,False,True,,2026-07-06T23:11:09.417Z,-0.29,,0.29,-0.29,2026-07-07,7,04-08
btc-updown-5m-1783379700,2026-07-06 23:15:00+00:00,2026-07-06 23:05:56.759000+00:00,543.241,single,True,False,2026-07-06T23:16:57.800Z,,-0.29,0.29,,-0.29,2026-07-07,7,04-08
btc-updown-5m-1783380000,2026-07-06 23:20:00+00:00,2026-07-06 23:11:12.283000+00:00,527.717,single,True,False,2026-07-06T23:20:58.294Z,,-0.29,0.29,,-0.29,2026-07-07,7,04-08
btc-updown-5m-1783380300,2026-07-06 23:25:00+00:00,2026-07-06 23:15:37.161000+00:00,562.839,paired,True,True,2026-07-06T23:29:42.156Z,2026-07-06T23:29:03.044Z,0.42,0.29,0.29,0.42,2026-07-07,7,04-08
btc-updown-5m-1783380600,2026-07-06 23:30:00+00:00,2026-07-06 23:20:47.532000+00:00,552.468,single,False,True,,2026-07-06T23:30:50.775Z,-0.29,,0.29,-0.29,2026-07-07,7,04-08
btc-updown-5m-1783380900,2026-07-06 23:35:00+00:00,2026-07-06 23:25:19.290000+00:00,580.71,paired,True,True,2026-07-06T23:38:40.917Z,2026-07-06T23:36:24.819Z,0.42,0.29,0.29,0.42,2026-07-07,7,04-08
btc-updown-5m-1783381200,2026-07-06 23:40:00+00:00,2026-07-06 23:30:42.788000+00:00,557.212,none,False,False,,,0.0,,,0.0,2026-07-07,7,04-08
btc-updown-5m-1783381500,2026-07-06 23:45:00+00:00,2026-07-06 23:35:51.747000+00:00,548.253,none,False,False,,,0.0,,,0.0,2026-07-07,7,04-08
btc-updown-5m-1783381800,2026-07-06 23:50:00+00:00,2026-07-06 23:40:10.073000+00:00,589.927,none,False,False,,,0.0,,,0.0,2026-07-07,7,04-08
btc-updown-5m-1783382100,2026-07-06 23:55:00+00:00,2026-07-06 23:45:10.012000+00:00,589.988,single,True,False,2026-07-06T23:58:07.857Z,,-0.29,0.02,,-0.02,2026-07-07,7,04-08
btc-updown-5m-1783382400,2026-07-07 00:00:00+00:00,2026-07-06 23:50:10.046000+00:00,589.954,paired,True,True,2026-07-07T00:03:34.019Z,2026-07-07T00:00:41.260Z,0.42,0.29,0.29,0.42,2026-07-07,7,04-08
btc-updown-5m-1783382700,2026-07-07 00:05:00+00:00,2026-07-06 23:55:10.119000+00:00,589.881,paired,True,True,2026-07-07T00:08:46.076Z,2026-07-07T00:06:26.908Z,0.42,0.29,0.28,0.42999999999999994,2026-07-07,8,08-12
btc-updown-5m-1783383000,2026-07-07 00:10:00+00:00,2026-07-07 00:00:38.878000+00:00,561.122,single,True,False,2026-07-07T00:12:32.325Z,,-0.29,0.29,,-0.29,2026-07-07,8,08-12
btc-updown-5m-1783383300,2026-07-07 00:15:00+00:00,2026-07-07 00:05:41.056000+00:00,558.944,paired,True,True,2026-07-07T00:15:32.488Z,2026-07-07T00:16:40.563Z,0.42,0.28,0.29,0.43,2026-07-07,8,08-12
btc-updown-5m-1783383600,2026-07-07 00:20:00+00:00,2026-07-07 00:11:06.233000+00:00,533.767,single,False,True,,2026-07-07T00:20:49.673Z,-0.29,,0.12,-0.12,2026-07-07,8,08-12
btc-updown-5m-1783384200,2026-07-07 00:30:00+00:00,2026-07-07 00:20:41.494000+00:00,558.506,single,True,False,2026-07-07T00:32:07.225Z,,-0.29,0.24,,-0.24,2026-07-07,8,08-12
btc-updown-5m-1783384500,2026-07-07 00:35:00+00:00,2026-07-07 00:25:20.476000+00:00,579.524,single,True,False,2026-07-07T00:36:20.886Z,,-0.29,0.29,,-0.29,2026-07-07,8,08-12
btc-updown-5m-1783384800,2026-07-07 00:40:00+00:00,2026-07-07 00:30:25.718000+00:00,574.282,single,False,True,,2026-07-07T00:42:21.113Z,-0.29,,0.28,-0.28,2026-07-07,8,08-12
btc-updown-5m-1783385100,2026-07-07 00:45:00+00:00,2026-07-07 00:35:23.047000+00:00,576.953,single,False,True,,2026-07-07T00:46:41.731Z,-0.29,,0.27,-0.27,2026-07-07,8,08-12
btc-updown-5m-1783385400,2026-07-07 00:50:00+00:00,2026-07-07 00:40:24.631000+00:00,575.369,paired,True,True,2026-07-07T00:51:04.157Z,2026-07-07T00:52:45.182Z,0.42,0.29,0.29,0.42,2026-07-07,8,08-12
btc-updown-5m-1783385700,2026-07-07 00:55:00+00:00,2026-07-07 00:45:25.293000+00:00,574.707,single,True,False,2026-07-07T00:55:45.451Z,,-0.29,0.29,,-0.29,2026-07-07,8,08-12
btc-updown-5m-1783386000,2026-07-07 01:00:00+00:00,2026-07-07 00:50:55.216000+00:00,544.784,single,True,False,2026-07-07T01:00:35.857Z,,-0.29,0.27,,-0.27,2026-07-07,8,08-12
btc-updown-5m-1783386300,2026-07-07 01:05:00+00:00,2026-07-07 00:55:46.996000+00:00,553.004,single,False,True,,2026-07-07T01:06:20.058Z,-0.29,,0.29,-0.29,2026-07-07,9,08-12
btc-updown-5m-1783386600,2026-07-07 01:10:00+00:00,2026-07-07 01:00:36.549000+00:00,563.451,paired,True,True,2026-07-07T01:13:20.838Z,2026-07-07T01:10:31.733Z,0.42,0.26,0.29,0.45,2026-07-07,9,08-12
btc-updown-5m-1783386900,2026-07-07 01:15:00+00:00,2026-07-07 01:05:22.596000+00:00,577.404,single,False,True,,2026-07-07T01:15:32.564Z,-0.29,,0.29,-0.29,2026-07-07,9,08-12
btc-updown-5m-1783387200,2026-07-07 01:20:00+00:00,2026-07-07 01:10:51.074000+00:00,548.926,paired,True,True,2026-07-07T01:21:54.296Z,2026-07-07T01:23:36.889Z,0.42,0.29,0.25,0.45999999999999996,2026-07-07,9,08-12
btc-updown-5m-1783387500,2026-07-07 01:25:00+00:00,2026-07-07 01:16:33.392000+00:00,506.608,single,True,False,2026-07-07T01:25:46.864Z,,-0.29,0.29,,-0.29,2026-07-07,9,08-12
btc-updown-5m-1783387800,2026-07-07 01:30:00+00:00,2026-07-07 01:21:02.896000+00:00,537.104,paired,True,True,2026-07-07T01:31:53.197Z,2026-07-07T01:34:08.432Z,0.42,0.29,0.29,0.42,2026-07-07,9,08-12
btc-updown-5m-1783388100,2026-07-07 01:35:00+00:00,2026-07-07 01:25:28.356000+00:00,571.644,single,True,False,2026-07-07T01:36:21.526Z,,-0.29,0.29,,-0.29,2026-07-07,9,08-12
btc-updown-5m-1783388400,2026-07-07 01:40:00+00:00,2026-07-07 01:30:30.265000+00:00,569.735,paired,True,True,2026-07-07T01:40:36.947Z,2026-07-07T01:43:24.955Z,0.42,0.29,0.29,0.42,2026-07-07,9,08-12
btc-updown-5m-1783388700,2026-07-07 01:45:00+00:00,2026-07-07 01:35:25.163000+00:00,574.837,single,False,True,,2026-07-07T01:49:56.744Z,-0.29,,0.29,-0.29,2026-07-07,9,08-12
btc-updown-5m-1783389000,2026-07-07 01:50:00+00:00,2026-07-07 01:40:37.779000+00:00,562.221,single,True,False,2026-07-07T01:52:05.714Z,,-0.29,0.29,,-0.29,2026-07-07,9,08-12
btc-updown-5m-1783389300,2026-07-07 01:55:00+00:00,2026-07-07 01:45:59.341000+00:00,540.659,single,True,False,2026-07-07T01:56:21.096Z,,-0.29,0.29,,-0.29,2026-07-07,9,08-12
btc-updown-5m-1783389600,2026-07-07 02:00:00+00:00,2026-07-07 01:50:26.669000+00:00,573.331,single,False,True,,2026-07-07T02:01:02.509Z,-0.29,,0.29,-0.29,2026-07-07,9,08-12
btc-updown-5m-1783389900,2026-07-07 02:05:00+00:00,2026-07-07 01:55:26.611000+00:00,573.389,none,False,False,,,0.0,,,0.0,2026-07-07,10,08-12
btc-updown-5m-1783390200,2026-07-07 02:10:00+00:00,2026-07-07 02:00:26.724000+00:00,573.276,single,False,True,,2026-07-07T02:12:36.912Z,-0.29,,0.19,-0.19,2026-07-07,10,08-12
btc-updown-5m-1783390500,2026-07-07 02:15:00+00:00,2026-07-07 02:05:26.719000+00:00,573.281,paired,True,True,2026-07-07T02:17:33.437Z,2026-07-07T02:16:18.877Z,0.42,0.29,0.29,0.42,2026-07-07,10,08-12
btc-updown-5m-1783390800,2026-07-07 02:20:00+00:00,2026-07-07 02:10:26.701000+00:00,573.299,single,True,False,2026-07-07T02:21:48.271Z,,-0.29,0.29,,-0.29,2026-07-07,10,08-12
btc-updown-5m-1783391100,2026-07-07 02:25:00+00:00,2026-07-07 02:15:26.678000+00:00,573.322,none,False,False,,,0.0,,,0.0,2026-07-07,10,08-12
btc-updown-5m-1783391400,2026-07-07 02:30:00+00:00,2026-07-07 02:20:26.702000+00:00,573.298,single,True,False,2026-07-07T02:32:36.945Z,,-0.29,0.11,,-0.11,2026-07-07,10,08-12
btc-updown-5m-1783391700,2026-07-07 02:35:00+00:00,2026-07-07 02:25:26.693000+00:00,573.307,paired,True,True,2026-07-07T02:38:23.884Z,2026-07-07T02:36:02.797Z,0.42,0.24,0.29,0.47000000000000003,2026-07-07,10,08-12
btc-updown-5m-1783392000,2026-07-07 02:40:00+00:00,2026-07-07 02:30:26.713000+00:00,573.287,single,False,True,,2026-07-07T02:41:01.537Z,-0.29,,0.29,-0.29,2026-07-07,10,08-12
btc-updown-5m-1783392300,2026-07-07 02:45:00+00:00,2026-07-07 02:35:26.735000+00:00,573.265,single,True,False,2026-07-07T02:49:52.090Z,,-0.29,0.01,,-0.01,2026-07-07,10,08-12
btc-updown-5m-1783392600,2026-07-07 02:50:00+00:00,2026-07-07 02:40:26.744000+00:00,573.256,single,True,False,2026-07-07T02:51:21.477Z,,-0.29,0.29,,-0.29,2026-07-07,10,08-12
btc-updown-5m-1783392900,2026-07-07 02:55:00+00:00,2026-07-07 02:45:26.767000+00:00,573.233,single,True,False,2026-07-07T02:56:37.888Z,,-0.29,0.29,,-0.29,2026-07-07,10,08-12
btc-updown-5m-1783393200,2026-07-07 03:00:00+00:00,2026-07-07 02:50:26.776000+00:00,573.224,none,False,False,,,0.0,,,0.0,2026-07-07,10,08-12
btc-updown-5m-1783393500,2026-07-07 03:05:00+00:00,2026-07-07 02:55:26.830000+00:00,573.17,none,False,False,,,0.0,,,0.0,2026-07-07,11,08-12
btc-updown-5m-1783393800,2026-07-07 03:10:00+00:00,2026-07-07 03:00:26.797000+00:00,573.203,single,True,False,2026-07-07T03:14:45.623Z,,-0.29,0.01,,-0.01,2026-07-07,11,08-12
btc-updown-5m-1783394100,2026-07-07 03:15:00+00:00,2026-07-07 03:05:26.809000+00:00,573.191,single,True,False,2026-07-07T03:16:06.837Z,,-0.29,0.29,,-0.29,2026-07-07,11,08-12
btc-updown-5m-1783394400,2026-07-07 03:20:00+00:00,2026-07-07 03:10:26.851000+00:00,573.149,single,False,True,,2026-07-07T03:20:49.294Z,-0.29,,0.28,-0.28,2026-07-07,11,08-12
btc-updown-5m-1783394700,2026-07-07 03:25:00+00:00,2026-07-07 03:15:26.895000+00:00,573.105,single,True,False,2026-07-07T03:29:57.790Z,,-0.29,0.01,,-0.01,2026-07-07,11,08-12
btc-updown-5m-1783395000,2026-07-07 03:30:00+00:00,2026-07-07 03:20:26.880000+00:00,573.12,single,False,True,,2026-07-07T03:32:06.718Z,-0.29,,0.29,-0.29,2026-07-07,11,08-12
btc-updown-5m-1783395300,2026-07-07 03:35:00+00:00,2026-07-07 03:25:26.940000+00:00,573.06,paired,True,True,2026-07-07T03:39:41.352Z,2026-07-07T03:36:51.004Z,0.42,0.29,0.27,0.43999999999999995,2026-07-07,11,08-12
btc-updown-5m-1783395600,2026-07-07 03:40:00+00:00,2026-07-07 03:30:26.885000+00:00,573.115,single,True,False,2026-07-07T03:40:52.314Z,,-0.29,0.29,,-0.29,2026-07-07,11,08-12
btc-updown-5m-1783395900,2026-07-07 03:45:00+00:00,2026-07-07 03:35:26.910000+00:00,573.09,single,True,False,2026-07-07T03:46:01.004Z,,-0.29,0.29,,-0.29,2026-07-07,11,08-12
btc-updown-5m-1783396200,2026-07-07 03:50:00+00:00,2026-07-07 03:40:26.933000+00:00,573.067,none,False,False,,,0.0,,,0.0,2026-07-07,11,08-12
btc-updown-5m-1783396500,2026-07-07 03:55:00+00:00,2026-07-07 03:45:26.912000+00:00,573.088,paired,True,True,2026-07-07T03:55:33.499Z,2026-07-07T03:59:19.036Z,0.42,0.29,0.29,0.42,2026-07-07,11,08-12
btc-updown-5m-1783396800,2026-07-07 04:00:00+00:00,2026-07-07 03:50:26.960000+00:00,573.04,paired,True,True,2026-07-07T04:02:29.808Z,2026-07-07T04:00:38.746Z,0.42,0.28,0.27,0.44999999999999996,2026-07-07,11,08-12
btc-updown-5m-1783397100,2026-07-07 04:05:00+00:00,2026-07-07 03:55:26.934000+00:00,573.066,none,False,False,,,0.0,,,0.0,2026-07-07,12,12-16
btc-updown-5m-1783397400,2026-07-07 04:10:00+00:00,2026-07-07 04:00:26.912000+00:00,573.088,paired,True,True,2026-07-07T04:14:53.066Z,2026-07-07T04:12:20.090Z,0.42,0.25,0.29,0.46,2026-07-07,12,12-16
btc-updown-5m-1783397700,2026-07-07 04:15:00+00:00,2026-07-07 04:05:26.938000+00:00,573.062,paired,True,True,2026-07-07T04:17:31.879Z,2026-07-07T04:16:32.942Z,0.42,0.29,0.29,0.42,2026-07-07,12,12-16
btc-updown-5m-1783398000,2026-07-07 04:20:00+00:00,2026-07-07 04:10:26.953000+00:00,573.047,none,False,False,,,0.0,,,0.0,2026-07-07,12,12-16
btc-updown-5m-1783398300,2026-07-07 04:25:00+00:00,2026-07-07 04:15:26.959000+00:00,573.041,single,False,True,,2026-07-07T04:29:49.117Z,-0.29,,0.01,-0.01,2026-07-07,12,12-16
btc-updown-5m-1783398600,2026-07-07 04:30:00+00:00,2026-07-07 04:20:26.948000+00:00,573.052,paired,True,True,2026-07-07T04:30:29.753Z,2026-07-07T04:34:54.563Z,0.42,0.29,0.27,0.43999999999999995,2026-07-07,12,12-16
btc-updown-5m-1783398900,2026-07-07 04:35:00+00:00,2026-07-07 04:25:27.008000+00:00,572.992,single,True,False,2026-07-07T04:35:51.118Z,,-0.29,0.29,,-0.29,2026-07-07,12,12-16
btc-updown-5m-1783399200,2026-07-07 04:40:00+00:00,2026-07-07 04:30:26.991000+00:00,573.009,none,False,False,,,0.0,,,0.0,2026-07-07,12,12-16
btc-updown-5m-1783399500,2026-07-07 04:45:00+00:00,2026-07-07 04:35:26.986000+00:00,573.014,none,False,False,,,0.0,,,0.0,2026-07-07,12,12-16
btc-updown-5m-1783399800,2026-07-07 04:50:00+00:00,2026-07-07 04:40:27.037000+00:00,572.963,single,False,True,,2026-07-07T04:53:10.465Z,-0.29,,0.29,-0.29,2026-07-07,12,12-16
btc-updown-5m-1783400100,2026-07-07 04:55:00+00:00,2026-07-07 04:45:27.074000+00:00,572.926,paired,True,True,2026-07-07T04:55:52.096Z,2026-07-07T04:58:05.697Z,0.42,0.29,0.28,0.42999999999999994,2026-07-07,12,12-16
btc-updown-5m-1783400400,2026-07-07 05:00:00+00:00,2026-07-07 04:50:27.106000+00:00,572.894,paired,True,True,2026-07-07T05:02:02.817Z,2026-07-07T05:04:06.946Z,0.42,0.29,0.29,0.42,2026-07-07,12,12-16
btc-updown-5m-1783400700,2026-07-07 05:05:00+00:00,2026-07-07 04:55:27.056000+00:00,572.944,single,True,False,2026-07-07T05:09:58.915Z,,-0.29,0.01,,-0.01,2026-07-07,13,12-16
btc-updown-5m-1783401000,2026-07-07 05:10:00+00:00,2026-07-07 05:00:27.096000+00:00,572.904,single,True,False,2026-07-07T05:10:17.588Z,,-0.29,0.29,,-0.29,2026-07-07,13,12-16
btc-updown-5m-1783401300,2026-07-07 05:15:00+00:00,2026-07-07 05:05:27.092000+00:00,572.908,single,False,True,,2026-07-07T05:15:49.161Z,-0.29,,0.29,-0.29,2026-07-07,13,12-16
btc-updown-5m-1783401600,2026-07-07 05:20:00+00:00,2026-07-07 05:10:27.051000+00:00,572.949,single,False,True,,2026-07-07T05:22:12.111Z,-0.29,,0.29,-0.29,2026-07-07,13,12-16
btc-updown-5m-1783401900,2026-07-07 05:25:00+00:00,2026-07-07 05:15:27.155000+00:00,572.845,single,True,False,2026-07-07T05:25:18.035Z,,-0.29,0.29,,-0.29,2026-07-07,13,12-16
btc-updown-5m-1783402200,2026-07-07 05:30:00+00:00,2026-07-07 05:20:27.373000+00:00,572.627,single,False,True,,2026-07-07T05:30:24.989Z,-0.29,,0.29,-0.29,2026-07-07,13,12-16
btc-updown-5m-1783402500,2026-07-07 05:35:00+00:00,2026-07-07 05:25:29.253000+00:00,570.747,single,False,True,,2026-07-07T05:39:10.301Z,-0.29,,0.03,-0.03,2026-07-07,13,12-16
btc-updown-5m-1783402800,2026-07-07 05:40:00+00:00,2026-07-07 05:30:29.252000+00:00,570.748,single,True,False,2026-07-07T05:44:53.481Z,,-0.29,0.29,,-0.29,2026-07-07,13,12-16
btc-updown-5m-1783403100,2026-07-07 05:45:00+00:00,2026-07-07 05:35:29.324000+00:00,570.676,paired,True,True,2026-07-07T05:49:11.602Z,2026-07-07T05:46:43.858Z,0.42,0.29,0.29,0.42,2026-07-07,13,12-16
btc-updown-5m-1783403400,2026-07-07 05:50:00+00:00,2026-07-07 05:40:29.267000+00:00,570.733,single,False,True,,2026-07-07T05:53:16.014Z,-0.29,,0.29,-0.29,2026-07-07,13,12-16
btc-updown-5m-1783403700,2026-07-07 05:55:00+00:00,2026-07-07 05:45:12.205000+00:00,587.795,single,True,False,2026-07-07T05:56:31.953Z,,-0.29,0.29,,-0.29,2026-07-07,13,12-16
btc-updown-5m-1783404000,2026-07-07 06:00:00+00:00,2026-07-07 05:50:12.542000+00:00,587.458,paired,True,True,2026-07-07T06:04:01.947Z,2026-07-07T06:02:09.300Z,0.42,0.29,0.27,0.43999999999999995,2026-07-07,13,12-16
btc-updown-5m-1783404300,2026-07-07 06:05:00+00:00,2026-07-07 05:55:16.023000+00:00,583.977,single,True,False,2026-07-07T06:06:30.509Z,,-0.29,0.18,,-0.18,2026-07-07,14,12-16
btc-updown-5m-1783404600,2026-07-07 06:10:00+00:00,2026-07-07 06:00:15.956000+00:00,584.044,single,True,False,2026-07-07T06:11:35.646Z,,-0.29,0.28,,-0.28,2026-07-07,14,12-16
btc-updown-5m-1783404900,2026-07-07 06:15:00+00:00,2026-07-07 06:05:16.230000+00:00,583.77,single,False,True,,2026-07-07T06:15:17.887Z,-0.29,,0.29,-0.29,2026-07-07,14,12-16
btc-updown-5m-1783405200,2026-07-07 06:20:00+00:00,2026-07-07 06:10:15.971000+00:00,584.029,none,False,False,,,0.0,,,0.0,2026-07-07,14,12-16
btc-updown-5m-1783405500,2026-07-07 06:25:00+00:00,2026-07-07 06:15:15.941000+00:00,584.059,single,False,True,,2026-07-07T06:27:26.245Z,-0.29,,0.27,-0.27,2026-07-07,14,12-16
btc-updown-5m-1783405800,2026-07-07 06:30:00+00:00,2026-07-07 06:20:16.023000+00:00,583.977,single,False,True,,2026-07-07T06:34:53.369Z,-0.29,0.29,0.28,0.42999999999999994,2026-07-07,14,12-16
btc-updown-5m-1783406100,2026-07-07 06:35:00+00:00,2026-07-07 06:25:15.989000+00:00,584.011,single,False,True,,2026-07-07T06:37:23.510Z,-0.29,,0.29,-0.29,2026-07-07,14,12-16
btc-updown-5m-1783406400,2026-07-07 06:40:00+00:00,2026-07-07 06:30:15.988000+00:00,584.012,single,True,False,2026-07-07T06:42:44.070Z,,-0.29,0.29,,-0.29,2026-07-07,14,12-16
btc-updown-5m-1783406700,2026-07-07 06:45:00+00:00,2026-07-07 06:35:23.351000+00:00,576.649,paired,True,True,2026-07-07T06:47:59.729Z,2026-07-07T06:49:26.483Z,0.42,0.29,0.29,0.42,2026-07-07,14,12-16
btc-updown-5m-1783407000,2026-07-07 06:50:00+00:00,2026-07-07 06:40:23.273000+00:00,576.727,paired,True,True,2026-07-07T06:50:55.425Z,2026-07-07T06:53:08.116Z,0.42,0.29,0.25,0.45999999999999996,2026-07-07,14,12-16
btc-updown-5m-1783407300,2026-07-07 06:55:00+00:00,2026-07-07 06:45:23.355000+00:00,576.645,paired,True,True,2026-07-07T06:58:02.945Z,2026-07-07T06:56:40.457Z,0.42,0.29,0.29,0.42,2026-07-07,14,12-16
btc-updown-5m-1783407600,2026-07-07 07:00:00+00:00,2026-07-07 06:50:23.336000+00:00,576.664,single,False,True,,2026-07-07T07:04:48.516Z,-0.29,,0.019,-0.019,2026-07-07,14,12-16
btc-updown-5m-1783407900,2026-07-07 07:05:00+00:00,2026-07-07 06:55:23.301000+00:00,576.699,single,True,False,2026-07-07T07:06:17.765Z,,-0.29,0.27,,-0.27,2026-07-07,15,12-16
btc-updown-5m-1783408200,2026-07-07 07:10:00+00:00,2026-07-07 07:00:23.267000+00:00,576.733,single,False,True,,2026-07-07T07:11:01.205Z,-0.29,,0.28,-0.28,2026-07-07,15,12-16
btc-updown-5m-1783408500,2026-07-07 07:15:00+00:00,2026-07-07 07:05:23.395000+00:00,576.605,none,False,False,,,0.0,,,0.0,2026-07-07,15,12-16
btc-updown-5m-1783408800,2026-07-07 07:20:00+00:00,2026-07-07 07:10:23.325000+00:00,576.675,single,True,False,2026-07-07T07:23:28.440Z,,-0.29,0.29,,-0.29,2026-07-07,15,12-16
btc-updown-5m-1783409100,2026-07-07 07:25:00+00:00,2026-07-07 07:15:23.342000+00:00,576.658,single,True,False,2026-07-07T07:25:32.423Z,,-0.29,0.29,,-0.29,2026-07-07,15,12-16
btc-updown-5m-1783409400,2026-07-07 07:30:00+00:00,2026-07-07 07:20:23.405000+00:00,576.595,paired,True,True,2026-07-07T07:33:26.865Z,2026-07-07T07:30:32.689Z,0.42,0.29,0.29,0.42,2026-07-07,15,12-16
btc-updown-5m-1783409700,2026-07-07 07:35:00+00:00,2026-07-07 07:25:23.423000+00:00,576.577,single,True,False,2026-07-07T07:39:56.348Z,,-0.29,0.001,,-0.001,2026-07-07,15,12-16
btc-updown-5m-1783410000,2026-07-07 07:40:00+00:00,2026-07-07 07:30:23.415000+00:00,576.585,single,False,True,,2026-07-07T07:42:41.483Z,-0.29,,0.29,-0.29,2026-07-07,15,12-16
btc-updown-5m-1783410300,2026-07-07 07:45:00+00:00,2026-07-07 07:35:23.363000+00:00,576.637,single,False,True,,2026-07-07T07:47:19.615Z,-0.29,,0.28,-0.28,2026-07-07,15,12-16
btc-updown-5m-1783410600,2026-07-07 07:50:00+00:00,2026-07-07 07:40:23.377000+00:00,576.623,single,True,False,2026-07-07T07:52:22.729Z,,-0.29,0.29,,-0.29,2026-07-07,15,12-16
btc-updown-5m-1783410900,2026-07-07 07:55:00+00:00,2026-07-07 07:45:23.364000+00:00,576.636,single,True,False,2026-07-07T07:57:54.359Z,,-0.29,0.25,,-0.25,2026-07-07,15,12-16
btc-updown-5m-1783411200,2026-07-07 08:00:00+00:00,2026-07-07 07:50:23.455000+00:00,576.545,paired,True,True,2026-07-07T08:04:24.114Z,2026-07-07T08:00:39.800Z,0.42,0.27,0.29,0.44,2026-07-07,15,12-16
btc-updown-5m-1783411500,2026-07-07 08:05:00+00:00,2026-07-07 07:55:23.393000+00:00,576.607,single,True,False,2026-07-07T08:06:13.340Z,,-0.29,0.29,,-0.29,2026-07-07,16,16-20
btc-updown-5m-1783411800,2026-07-07 08:10:00+00:00,2026-07-07 08:00:23.414000+00:00,576.586,single,False,True,,2026-07-07T08:14:37.731Z,-0.29,,0.01,-0.01,2026-07-07,16,16-20
btc-updown-5m-1783412100,2026-07-07 08:15:00+00:00,2026-07-07 08:05:23.399000+00:00,576.601,single,False,True,,2026-07-07T08:18:28.766Z,-0.29,0.29,0.24,0.47,2026-07-07,16,16-20
btc-updown-5m-1783412400,2026-07-07 08:20:00+00:00,2026-07-07 08:10:23.367000+00:00,576.633,single,True,False,2026-07-07T08:24:40.684Z,,-0.29,0.24,,-0.24,2026-07-07,16,16-20
btc-updown-5m-1783412700,2026-07-07 08:25:00+00:00,2026-07-07 08:15:07.686000+00:00,592.314,single,True,False,2026-07-07T08:26:46.318Z,,-0.29,0.29,,-0.29,2026-07-07,16,16-20
btc-updown-5m-1783413000,2026-07-07 08:30:00+00:00,2026-07-07 08:20:28.679000+00:00,571.321,paired,True,True,2026-07-07T08:31:51.530Z,2026-07-07T08:34:24.567Z,0.42,0.28,0.29,0.43,2026-07-07,16,16-20
btc-updown-5m-1783413300,2026-07-07 08:35:00+00:00,2026-07-07 08:25:28.766000+00:00,571.234,single,False,True,,2026-07-07T08:37:47.216Z,-0.29,,0.29,-0.29,2026-07-07,16,16-20
btc-updown-5m-1783413600,2026-07-07 08:40:00+00:00,2026-07-07 08:30:28.801000+00:00,571.199,paired,True,True,2026-07-07T08:42:48.405Z,2026-07-07T08:41:19.724Z,0.42,0.29,0.29,0.42,2026-07-07,16,16-20
btc-updown-5m-1783413900,2026-07-07 08:45:00+00:00,2026-07-07 08:35:21.409000+00:00,578.591,single,True,False,2026-07-07T08:47:06.161Z,,-0.29,0.29,,-0.29,2026-07-07,16,16-20
btc-updown-5m-1783414200,2026-07-07 08:50:00+00:00,2026-07-07 08:40:21.530000+00:00,578.47,single,True,False,2026-07-07T08:51:01.966Z,,-0.29,0.28,,-0.28,2026-07-07,16,16-20
btc-updown-5m-1783414500,2026-07-07 08:55:00+00:00,2026-07-07 08:45:21.441000+00:00,578.559,single,False,True,,2026-07-07T08:56:30.846Z,-0.29,,0.27,-0.27,2026-07-07,16,16-20
btc-updown-5m-1783414800,2026-07-07 09:00:00+00:00,2026-07-07 08:50:21.434000+00:00,578.566,single,False,True,,2026-07-07T09:03:02.106Z,-0.29,0.29,0.27,0.43999999999999995,2026-07-07,16,16-20
btc-updown-5m-1783415100,2026-07-07 09:05:00+00:00,2026-07-07 08:55:21.432000+00:00,578.568,paired,True,True,2026-07-07T09:05:35.314Z,2026-07-07T09:08:15.455Z,0.42,0.29,0.29,0.42,2026-07-07,17,16-20
btc-updown-5m-1783415400,2026-07-07 09:10:00+00:00,2026-07-07 09:00:21.462000+00:00,578.538,single,False,True,,2026-07-07T09:14:36.129Z,-0.29,,0.29,-0.29,2026-07-07,17,16-20
btc-updown-5m-1783415700,2026-07-07 09:15:00+00:00,2026-07-07 09:05:13.337000+00:00,586.663,single,True,False,2026-07-07T09:16:39.654Z,,-0.29,0.29,,-0.29,2026-07-07,17,16-20
btc-updown-5m-1783416000,2026-07-07 09:20:00+00:00,2026-07-07 09:10:13.474000+00:00,586.526,single,True,False,2026-07-07T09:24:18.951Z,,-0.29,0.29,,-0.29,2026-07-07,17,16-20
btc-updown-5m-1783416300,2026-07-07 09:25:00+00:00,2026-07-07 09:15:06.095000+00:00,593.905,paired,True,True,2026-07-07T09:29:07.555Z,2026-07-07T09:27:46.463Z,0.42,0.29,0.29,0.42,2026-07-07,17,16-20
